id	OrphaNumber	ExpertLink	Name	Type	statut	Synonymes	nsyn	ICD-10	MedDRA	MeSH	OMIM	UMLS
3362	19	http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=fr&Expert=19	Acidurie 2-hydroxyglutarique	Groupe de phenomes	on-line	Acidémie 2-hydroxyglutarique	1	E72.8	""	""	""	C2746066
3296	20	http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=fr&Expert=20	Acidurie 3-hydroxy-3-méthylglutarique	Maladie	on-line	Acidurie hydroxyméthylglutarique ; Déficit en 3-hydroxy-3-méthylglutaryl-CoA lyase ; Déficit en HMG-CoA-lyase	3	E71.1	""	""	246450	C1533587 ; C0268601
402	22	http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=fr&Expert=22	Déficit en succinate-semi-aldéhyde déshydrogénase	Maladie	on-line	Acidurie 4-hydroxybutyrique ; Acidurie gamma-hydroxybutyrique ; Déficit en SSADH	3	E72.8	""	""	271980	C0268631
459	23	http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=fr&Expert=23	Acidurie argininosuccinique	Maladie	on-line	ASA ; Déficit en ASL ; Déficit en acide arginosuccinique synthétase ; Déficit en argininosuccinase ; Déficit en argino-succinate lyase	5	E72.2	10058299	D056807	207900	C0268547
3376	24	http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=fr&Expert=24	Acidurie fumarique	Maladie	on-line	Déficit en fumarase	1	E88.8	""	C538191	606812	C0342770 ; C2936826
3564	25	http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=fr&Expert=25	Déficit en glutaryl-CoA déshydrogénase	Maladie	on-line	Acidurie glutarique type 1 ; Acidémie glutarique type 1 ; Déficit en glutaryl-coenzyme A déshydrogénase ; GA1 ; GCDHD	5	E72.3	""	C536833	231670	C0268595
710	26	http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=fr&Expert=26	Acidémie méthylmalonique avec homocystinurie	Maladie	on-line	Acidurie méthylmalonique avec homocystinurie ; Déficit combiné de synthèse de l'adénosylcobalamine et de la méthylcobalamine	2	E71.1	""	C537359	277380 ; 277400 ; 277410 ; 614857	C1848561
1263	27	http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=fr&Expert=27	Acidémie méthylmalonique résistante à la vitamine B12	Maladie	on-line	Acidurie méthylmalonique résistante à la vitamine B12 ; Déficit en méthylmalonyl-CoA mutase ; Déficit en méthylmalonyl-Coenzyme A mutase	3	E71.1	""	""	251000	C1855114
3260	28	http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=fr&Expert=28	Acidémie méthylmalonique sensible à la vitamine B12	Maladie	on-line	Acidurie méthylmalonique sensible à la vitamine B12 ; Déficit en adénosylcobalamine	2	E71.1	""	""	251100 ; 251110 ; 277410	""
403	29	http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=fr&Expert=29	Acidurie mévalonique	Maladie	on-line	Déficit complet en mévalonate kinase ; MVA	2	E88.8	10072219	D054078	610377	C0342731 ; C1959626
404	30	http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=fr&Expert=30	Acidurie orotique héréditaire	Maladie	on-line	Déficit en décarboxylase orotidylique ; Déficit en uridine monophosphate synthase ; Oroticacidurie	3	E79.8	10052621	C537136	258900	C0220987 ; C0268130
1259	31	http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=fr&Expert=31	Acidurie oxoglutarique	Maladie	on-line	Déficit en alpha-cétoglutarate déshydrogénase	1	E88.8	""	C536582	203740	C2752074
711	32	http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=fr&Expert=32	Déficit en glutathion synthétase	Maladie	on-line	Acidurie pyroglutamique	1	D55.1	""	C536835	231900 ; 266130	C1291643 ; C0398746
399	33	http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=fr&Expert=33	Acidémie isovalérique	Maladie	on-line	Déficit en Isovaléryl-CoA déshydrogénase	1	E71.1	""	C538167	243500	C0268575
3373	34	http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=fr&Expert=34	Acidémie pipécolique	Maladie	Deprecated entity ; on-line	Hyperpipécolatémie	1	""	""	D018901	239400	C0268537 ; C0282526
3557	35	http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=fr&Expert=35	Acidémie propionique	Maladie	on-line	Acidurie propionique ; Déficit en propionyl-CoA carboxylase ; Glycinémie cétosique	3	E71.1	""	D056693	606054	C0268579 ; C0311298 ; C2717876
405	36	http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=fr&Expert=36	Syndrome acro-calleux	Syndrome  malformatif	on-line	ACS	1	Q04.0	""	""	200990	C2931760 ; C0796147
1268	37	http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=fr&Expert=37	Acrodermatite entéropathique	Maladie	on-line	AEZ ; Déficit héréditaire en zinc	2	E83.2	""	""	201100	C0221036
8624	38	http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=fr&Expert=38	Acro-kérato-élastoïdose de Costa	Maladie	on-line	AKE ; Hyperkératose palmoplantaire ponctuée type 3 ; KPPP3 ; Kératodermie palmoplantaire ponctuée type 3 ; PPKP3	5	Q82.8	""	C535653	101850	C0545044
8625	39	http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=fr&Expert=39	Acromélanose	Maladie	on-line			L81.4	""	""	""	C0406779
1288	40	http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=fr&Expert=40	Dysplasie acromésomélique type Maroteaux	Syndrome  malformatif	on-line			Q77.8	""	C535661	602875	C1864356
8626	41	http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=fr&Expert=41	Dyschromatose symétrique des extrémités	Maladie	on-line	Acropigmentation de Dohi	1	L81.8	""	C535729	127400	C0406775
3570	42	http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=fr&Expert=42	Déficit en acyl-CoA déshydrogénase des acides gras à chaîne moyenne	Maladie	on-line	Déficit en MCAD ; Déficit en acyl-coenzymeA déshydrogénase des acides gras à chaîne moyenne ; Déficit en carnitine par déficit en acyl-CoA déshydrogénase des acides gras à chaîne moyenne ; MCADD	4	E71.3	""	C536038	201450	C0220710
761	43	http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=fr&Expert=43	Adrénoleucodystrophie liée à l'X	Maladie	on-line	ALD ; ALD liée à l'X ; X-ALD	3	E71.3	10051260	D000326	300100 ; 302700	C0162309
410	44	http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=fr&Expert=44	Adrénoleucodystrophie néonatale	Maladie	on-line	NALD	1	E71.3	""	D018901	202370 ; 266510 ; 601539 ; 614863 ; 614867 ; 614871 ; 614873 ; 614877 ; 614885 ; 614920 ; 617370	C0282525
458	45	http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=fr&Expert=45	Déficit en adénosine monophosphate désaminase	Maladie	on-line	Déficit en AMP désaminase ; Déficit en myoadénylate désaminase	2	G71.3	""	C538234	612874 ; 615511	C0268123 ; C2931781
763	46	http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=fr&Expert=46	Déficit en adénylosuccinate lyase	Maladie	on-line	Déficit en ADSL ; Déficit en adénylosuccinase	2	E79.8	""	C538235	103050	C0268126
142	47	http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=fr&Expert=47	Agammaglobulinémie liée à l'X	Sous-type clinique	on-line	Agammaglobulinémie type Bruton ; Déficit en BTK	2	D80.0	10060360	C537409	300310 ; 300755	C0221026
1000	48	http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=fr&Expert=48	Absence congénitale bilatérale des canaux déférents	Anomalie morphologique	on-line	Agénésie congénitale bilatérale des canaux déférents ; Aplasie congénitale bilatérale des canaux déférents	2	Q55.4	10010670	C535984	277180 ; 300985	C0403814
8708	49	http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=fr&Expert=49	Agénésie pénienne	Anomalie morphologique	on-line	Agénésie du pénis ; Aphallia	2	Q55.5	""	C536649	""	C1387005
254	50	http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=fr&Expert=50	Syndrome d'Aicardi	Maladie	on-line	Syndrome d'agénésie du corps calleux-anomalie choriorétinienne	1	Q04.0	10054935	D058540	304050	C0175713
1309	51	http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=fr&Expert=51	Syndrome d'Aicardi-Goutières	Maladie	on-line	Encéphalopathie familiale avec calcifications intracrâniennes et lymphocytose chronique du LCR ; Syndrome d'encéphalopathie-calcification des ganglions basaux	2	G31.8	""	C535607	114100 ; 225750 ; 610181 ; 610329 ; 610333 ; 612952 ; 615010 ; 615846	C0393591
253	52	http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=fr&Expert=52	Syndrome d'Alagille	Syndrome  malformatif	on-line	Dysplasie artério-hépatique ; Paucité des voies biliaires syndromique ; Syndrome d'Alagille-Watsons	3	Q44.7	10053870	D016738	118450 ; 610205	C0085280
255	53	http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=fr&Expert=53	Ostéopétrose d'Albers-Schönberg	Syndrome  malformatif	on-line	Ostéopétrose autosomique dominante type 2	1	Q78.2	""	""	166600	C3179239
629	54	http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=fr&Expert=54	Albinisme oculaire récessif lié à l'X	Maladie	on-line	AO1 ; Albinisme oculaire type 1 ; Albinisme oculaire type Nettleship-Falls	3	E70.3	""	C537863	300500	C0342684
311	55	http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=fr&Expert=55	Albinisme oculo-cutané	Groupe de phenomes	on-line	AOC	1	E70.3	""	D016115	""	C0078918
411	56	http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=fr&Expert=56	Alcaptonurie	Maladie	on-line	Déficit en homogentisicase ; Déficit en oxydase de l'acide homogentisique ; Ochronose héréditaire	3	E70.2	10001689	C537862 ; D000474	203500	C0002066 ; C2931645
738	57	http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=fr&Expert=57	Glycogénose par déficit en aldolase A musculaire	Maladie	on-line	GSD par déficit en aldolase A musculaire ; GSD type 12 ; GSD type XII ; Glycogénose type 12 ; Glycogénose type XII	5	E74.0	""	""	611881	C0272066
2	58	http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=fr&Expert=58	Maladie d'Alexander	Maladie	on-line	AxD	1	E75.2	""	D038261	203450	C0270726
1315	59	http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=fr&Expert=59	Syndrome d'Allan-Herndon-Dudley	Maladie	on-line	Déficit en MCT8 ; Déficit en transporteur 8 de monocarboxylate ; Syndrome de déficience intellectuelle liée à l'X-hypotonie	3	G31.8	""	C537047	300523	C0795889
194	60	http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=fr&Expert=60	Déficit en alpha-1-antitrypsine	Maladie	on-line	Déficit en inhibiteur d'Alpha-1 protéinase	1	E88.0	10001806	D019896 ; C531610	613490	C0221757 ; C3501835
3	61	http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=fr&Expert=61	Alpha-mannosidose	Maladie	on-line	Déficit en alpha-D-mannosidase lysosomale	1	E77.1	""	D008363	248500	C0024748
678	62	http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=fr&Expert=62	Dystrophie musculaire des ceintures autosomique récessive type 2D	Maladie	on-line	Alpha-sarcoglycanopathie ; Dystrophie musculaire des ceintures par déficit en alpha-sarcoglycane ; LGMD2D	3	G71.0	""	""	608099	C1842550 ; C2936332
630	63	http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=fr&Expert=63	Syndrome d'Alport	Maladie	on-line	Syndrome de surdité-néphropathie	1	Q87.8	10001843	D009394	104200 ; 203780 ; 301050	C1567741
1328	64	http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=fr&Expert=64	Syndrome d'Alström	Maladie	on-line			Q87.8	10068783	D056769	203800	C0268425
3243	65	http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=fr&Expert=65	Amaurose congénitale de Leber	Maladie	on-line			H35.5	10070667	D057130	179900 ; 204000 ; 204100 ; 604232 ; 604393 ; 604537 ; 608553 ; 610612 ; 611755 ; 612712 ; 613341 ; 613826 ; 613829 ; 613835 ; 613837 ; 613843 ; 614186 ; 615360	C0339527
3534	67	http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=fr&Expert=67	Amibiase à Entamoeba histolytica	Maladie	on-line			A06.0 ; A06.1 ; A06.2 ; A06.3 ; A06.4 ; A06.5 ; A06.6 ; A06.7 ; A06.8 ; A06.9	""	C531613	""	C2930799
8535	68	http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=fr&Expert=68	Amibiase à amibes libres	Maladie	on-line			B60.1 ; B60.2	""	""	""	""
632	69	http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=fr&Expert=69	Amylose	Groupe de phenomes	on-line ; Category	Amyloïdose	1	E85.0 ; E85.1 ; E85.2 ; E85.3 ; E85.4 ; E85.8 ; E85.9	10002022	D000686	""	C0002726
633	70	http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=fr&Expert=70	Amyotrophie spinale proximale	Maladie	on-line	SMA	1	G12.0 ; G12.1	""	""	253300 ; 253400 ; 253550 ; 271150	""
998	71	http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=fr&Expert=71	Maladie de rétention des chylomicrons	Maladie	on-line	CMRD ; CRD ; MRC ; Maladie d'Anderson	4	E78.6	""	C535460	246700	C0795956
90	72	http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=fr&Expert=72	Syndrome d'Angelman	Syndrome  malformatif	on-line			Q93.5	10049004	D017204	105830	C0162635
8684	73	http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=fr&Expert=73	Maladie de Gorham-Stout	Syndrome  malformatif	on-line	Maladie de Gorham ; Maladie de la disparition des os ; Ostéolyse idiopathique massive ; Ostéolyse massive progressive ; Syndrome de Gorham	5	M89.5	10071283	""	123880	C0029438
8536	74	http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=fr&Expert=74	Angiostrongylose	Maladie	on-line			B81.3 ; B83.2	10069517	C536369	""	C0392662
8537	76	http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=fr&Expert=76	Anguillulose	Maladie	on-line	Strongyloïdiase ; Strongyloïdose	2	B78.0 ; B78.9 ; B78.1 ; B78.7	10042254	D013322	""	C0038463 ; C0085810
6018	77	http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=fr&Expert=77	Aniridie	Groupe de phenomes	on-line ; Category							
8538	78	http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=fr&Expert=78	Ankylostomiase	Maladie	on-line	Ancylostomiase ; Ankylostomose	2	B76.1 ; B76.9 ; B76.8 ; B76.0	10002255 ; 10020376	D000724 ; D006725	""	C0002831 ; C0019911
3335	79	http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=fr&Expert=79	Déficit congénital en alpha2-antiplasmine	Maladie	on-line			D68.8	""	""	262850	""
8611	81	http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=fr&Expert=81	Syndrome des antisynthétases	Maladie	on-line	Syndrome anti-Jo1	1	M35.8	10068801	C537778	""	C2609059
3590	82	http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=fr&Expert=82	Thrombophilie héréditaire due au déficit congénital en antithrombine	Maladie	on-line	Thrombophilie héréditaire due au déficit congénital en antithrombine 3	1	D68.5	""	""	613118	""
1391	83	http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=fr&Expert=83	Syndrome d'Antley-Bixler	Syndrome  malformatif	on-line			Q87.0	""	C537780	207410	C0265307 ; C2936791
634	84	http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=fr&Expert=84	Anémie de Fanconi	Syndrome  malformatif	on-line	Pancytopénie de Fanconi	1	D61.0	10055206	D005199	617883 ; 617243 ; 617244 ; 617247 ; 227645 ; 227646 ; 227650 ; 300514 ; 600901 ; 603467 ; 609053 ; 609054 ; 610832 ; 613390 ; 613951 ; 614082 ; 614083 ; 615272 ; 616435	C0015625
3565	85	http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=fr&Expert=85	Anémie dysérythropoïétique congénitale	Groupe de phenomes	on-line	CDA	1	D64.4	""	D000742	""	C0002876
1010	86	http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=fr&Expert=86	Anévrisme familial de l'aorte abdominale	Maladie	on-line			I71.4	""	""	100070 ; 609782 ; 611891 ; 614375	""
261	87	http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=fr&Expert=87	Syndrome d'Apert	Syndrome  malformatif	on-line	ACS1 ; Acro-céphalo-syndactylie type 1	2	Q87.0	10002943	D000168	101200	C1510455 ; C0001193
8751	88	http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=fr&Expert=88	Aplasie médullaire idiopathique	Maladie	on-line			D61.0	""	C538494	609135 ; 614742 ; 614743	C0348890
417	90	http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=fr&Expert=90	Argininémie	Maladie	on-line	Déficit en arginase ; Hyperargininémie	2	E72.2	10062695	D020162	207800	C0268548
8670	91	http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=fr&Expert=91	Déficit en aromatase	Maladie	on-line	Déficit congénital en oestrogènes	1	E25.8	""	C537436	613546	C1960539 ; C0878680 ; C0853662
720	92	http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=fr&Expert=92	Arthrite juvénile idiopathique	Groupe de phenomes	on-line	Arthrite juvénile chronique ; Arthrite juvénile rhumatoïde	2	M08.3 ; M08.4 ; M08.8 ; M08.9 ; M08.0 ; M08.2 ; M08.1	10059177	D001171	""	C0553662 ; C1444838 ; C3495559
5	93	http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=fr&Expert=93	Aspartylglucosaminurie	Maladie	on-line	Déficit en aspartylglucosaminidase	1	E77.1	10068220	C538402 ; D054880	208400	C0268225 ; C2931840
3754	94	http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=fr&Expert=94	Astrocytome	Groupe de phenomes	on-line	Tumeur astrocytaire	1	""	10003571	D001254	137800	C0004114
45	95	http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=fr&Expert=95	Ataxie de Friedreich	Maladie	on-line	AF ; FRDA	2	G11.1	10017374	D005621	229300 ; 601992	C0016719
149	96	http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=fr&Expert=96	Ataxie par déficit en vitamine E	Maladie	on-line	AVED ; Ataxie par déficit isolé en vitamine E ; Ataxie type Friedreich-like ; Déficit familial isolé en vitamine E	4	G11.1	10047631	C535393	277460	C1848533
264	97	http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=fr&Expert=97	Ataxie paroxystique familiale	Maladie	on-line	Ataxie épisodique type 2	1	G11.8	""	""	108500	C1720416
816	98	http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=fr&Expert=98	Ataxie spastique autosomique récessive de Charlevoix-Saguenay	Maladie	on-line	ARSACS ; Ataxie spastique autosomique récessive type 6 ; Ataxie spastique type 6 ; SPAX6	4	G11.1	""	C536787	270550	C1849140
263	99	http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=fr&Expert=99	Ataxie cérébelleuse autosomique dominante	Groupe de phenomes	on-line ; Category	Ataxie spinocérébelleuse	1	G11.8	""	""	""	""
104	100	http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=fr&Expert=100	Ataxie-télangiectasie	Maladie	on-line	Syndrome de Louis-Bar	1	G11.3	10003594	D001260	208900 ; 208910	C0004135
150	101	http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=fr&Expert=101	Atrophie dentato-rubro-pallido-luysienne	Maladie	on-line	ADRPL ; DRPLA ; Maladie de Naito-Oyanagi	3	G11.8	""	""	125370	C0751781
8744	102	http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=fr&Expert=102	Atrophie multisystématisée	Maladie	on-line	AMS ; Atrophie multisystémique ; MSA	3	G90.3	10064060	D019578	146500	C0393571
167	104	http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=fr&Expert=104	Neuropathie optique héréditaire de Leber	Maladie	on-line	Atrophie optique de Leber ; LHON	2	H47.2	""	""	308905 ; 535000	C0917796
8698	105	http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=fr&Expert=105	Atrésie de l'urètre	Anomalie morphologique	on-line	Atrésie uréthrale	1	Q64.3	10064895	""	""	C0345345 ; C1610065
237	107	http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=fr&Expert=107	Syndrome BOR	Syndrome  malformatif	on-line	Syndrome branchio-oto-rénal	1	Q87.8	10071135	D019280	113650 ; 610896	C0265234
8539	108	http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=fr&Expert=108	Babésiose	Maladie	on-line			B60.0	10003965	D001404	""	C0004576
1473	109	http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=fr&Expert=109	Syndrome de Bannayan-Riley-Ruvalcaba	Syndrome  malformatif	on-line	BRRS ; Syndrome de Myhre-Rikey-Smith	2	Q87.8	""	""	158350	C0265326
3244	110	http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=fr&Expert=110	Syndrome de Bardet-Biedl	Maladie	on-line	BBS	1	Q87.8	10056715	D020788	617119 ; 209900 ; 600151 ; 605231 ; 615981 ; 615982 ; 615983 ; 615984 ; 615985 ; 615986 ; 615987 ; 615988 ; 615989 ; 615990 ; 615991 ; 615992 ; 615993 ; 615994 ; 615995 ; 615996 ; 617406	C0752166
1059	111	http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=fr&Expert=111	Syndrome de Barth	Maladie	on-line	Acidurie 3-méthylglutaconique type 2 ; BTHS ; MGA2 ; Myopathie cardioquelettique et neutropénie liée à l'X ; Syndrome de myopathie cardiosquelettique-neutropénie	5	E71.1	""	D056889	302060	C0574083
259	112	http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=fr&Expert=112	Syndrome de Bartter	Maladie	on-line	Alcalose tubulaire rénale normotensive hypokaliémique avec hypercalciurie ; Tubulopathie avec fuite sodée type anse de Henle ; Tubulopathie avec perte de sel type anse de Henle	3	E26.8	10050839	D001477	241200 ; 601198 ; 601678 ; 602522 ; 607364 ; 613090 ; 300971	C0004775
1009	113	http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=fr&Expert=113	Syndrome de Bazex-Dupré-Christol	Maladie	on-line	Atrophodermie folliculaire et carcinomes basocellulaires ; BDCS	2	L98.8	""	C537663	301845	C0346104
1482	114	http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=fr&Expert=114	Auriculo-ostéodysplasie	Syndrome  malformatif	Historical entity ; on-line			Q87.5	""	C538271	109000	C1862381
1481	115	http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=fr&Expert=115	Arachnodactylie congénitale avec contractures	Syndrome  malformatif	on-line	Arthrogrypose distale type 9 ; Syndrome CCA ; Syndrome de Beals ; Syndrome de Beals-Hecht	4	Q68.8	""	C536211	121050	C0220668
260	116	http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=fr&Expert=116	Syndrome de Beckwith-Wiedemann	Syndrome  malformatif	on-line	BWS ; Syndrome d'omphalocèle-macroglossie-gigantisme ; Syndrome de Wiedemann-Beckwith	3	Q87.3	10050344	D001506	130650	C0004903
703	117	http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=fr&Expert=117	Maladie de Behçet	Maladie	on-line			M35.2	10004213	D001528	109650	C0004943
7	118	http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=fr&Expert=118	Bêta-mannosidose	Maladie	on-line	Déficit en bêta-mannosidase lysosomale	1	E77.1	""	D044905	248510	C0342849 ; C2931893
